,address,latitude,longitude,distance2cbd
0,174 ANG MO KIO AVE 4,1.37509746867904,103.83761896123,9.764086519543062
1,541 ANG MO KIO AVE 10,1.37392238703482,103.855621370524,9.515642224785582
2,163 ANG MO KIO AVE 4,1.37354853919927,103.838176471398,9.585102397619103
3,446 ANG MO KIO AVE 10,1.36776094720351,103.85535715026,8.833708458850694
4,557 ANG MO KIO AVE 10,1.3716257020332,103.857736107527,9.275780889270516
5,603 ANG MO KIO AVE 5,1.38020079047279,103.83575571651,10.355083243355882
6,709 ANG MO KIO AVE 8,1.37113720765377,103.847662320064,9.209513664137706
7,333 ANG MO KIO AVE 1,1.3613425564061,103.851698621454,8.115046174528416
8,109 ANG MO KIO AVE 4,1.37009653758337,103.837687775294,9.217489766312308
9,564 ANG MO KIO AVE 3,1.36984837555524,103.859404131956,9.09519312857347
10,218 ANG MO KIO AVE 1,1.36511907555698,103.841742483384,8.605498450288174
11,556 ANG MO KIO AVE 10,1.37203235843331,103.857625381508,9.319764975364663
12,156 ANG MO KIO AVE 4,1.37549519574964,103.839947470774,9.769186410599742
13,471 ANG MO KIO AVE 10,1.36346600647245,103.856702918462,8.367766613940995
14,434 ANG MO KIO AVE 10,1.3678915069194,103.85345502653,8.841146276970926
15,560 ANG MO KIO AVE 10,1.37081626777721,103.859192334256,9.19961450115512
16,332 ANG MO KIO AVE 1,1.36167030761833,103.851955453764,8.15130400330146
17,421 ANG MO KIO AVE 10,1.36538422642267,103.852966961527,8.562959988911574
18,506 ANG MO KIO AVE 8,1.37440041920745,103.84893617353,9.564165250035247
19,631 ANG MO KIO AVE 4,1.3795572819161,103.840735651035,10.203487229062338
20,153 ANG MO KIO AVE 5,1.37635745661369,103.842056476563,9.83507417580742
21,442 ANG MO KIO AVE 10,1.36565326940253,103.855232195496,8.60026311800379
22,558 ANG MO KIO AVE 10,1.37123613284274,103.859192016193,9.245851997324577
23,212 ANG MO KIO AVE 3,1.36880359418469,103.841618072603,9.011346923612326
24,152 ANG MO KIO AVE 5,1.3766876256746,103.840159506601,9.896738747373801
25,331 ANG MO KIO AVE 1,1.36211140145298,103.85076647513,8.200837447547977
26,121 ANG MO KIO AVE 3,1.36970226464475,103.84343759746,9.087013445296003
27,130 ANG MO KIO AVE 3,1.37039791675237,103.841878840032,9.182741721370679
28,646 ANG MO KIO AVE 6,1.37939517687868,103.843763599411,10.150528465409806
29,424 ANG MO KIO AVE 3,1.36860660305158,103.850808805402,8.918922224638424
30,584 ANG MO KIO AVE 3,1.37071307985916,103.853497803014,9.153172733749571
31,412 ANG MO KIO AVE 10,1.36385512178453,103.855287998999,8.401921791515145
32,612 ANG MO KIO AVE 4,1.37890791374409,103.838602654716,10.163748576230148
33,562 ANG MO KIO AVE 3,1.37018144221919,103.85901883576,9.127979928820272
34,223 ANG MO KIO AVE 1,1.36604808445916,103.838122716883,8.768171848362854
35,150 ANG MO KIO AVE 5,1.37680678506745,103.842017962576,9.884928583796318
36,468 ANG MO KIO AVE 10,1.36487674599293,103.856287317569,8.520585357175277
37,177 ANG MO KIO AVE 4,1.37583827139652,103.838123054825,9.836107710592387
38,415 ANG MO KIO AVE 10,1.36445335577543,103.853655233672,8.461579970867362
39,254 ANG MO KIO AVE 4,1.37020344042146,103.834687722549,9.291717240927634
40,207 ANG MO KIO AVE 1,1.36582089504381,103.842847772078,8.667476915666422
41,432 ANG MO KIO AVE 10,1.36830996981351,103.853600305664,8.887760604002088
42,117 ANG MO KIO AVE 4,1.3737170825368,103.835610469339,9.652656957554923
43,428 ANG MO KIO AVE 3,1.36893906457102,103.854412288513,8.959799564519914
44,573 ANG MO KIO AVE 3,1.37056143999067,103.854823102785,9.140677328218327
45,418 ANG MO KIO AVE 10,1.3649460137791,103.854043379775,8.517204986090249
46,324 ANG MO KIO AVE 3,1.36833392201705,103.846879231399,8.90485574808889
47,596B ANG MO KIO ST 52,1.37205123278789,103.850545847531,9.30017235960238
48,234 ANG MO KIO AVE 3,1.36718287740141,103.836639986274,8.921473588400609
49,648 ANG MO KIO AVE 5,1.37823859353841,103.843719728887,10.023577062933843
50,253A ANG MO KIO ST 21,1.36994640110529,103.834284522299,9.273219143257746
51,439 ANG MO KIO AVE 10,1.36629197864802,103.85349630883,8.664418345441922
52,306 ANG MO KIO AVE 1,1.36572552222846,103.845750564626,8.62586047039149
53,729 ANG MO KIO AVE 6,1.3738661404098,103.845935822176,9.522103519119652
54,315B ANG MO KIO ST 31,1.36402757273373,103.847478724527,8.425570414161042
55,700C ANG MO KIO AVE 6,1.36944159368432,103.84648823913,9.029844858759626
56,620 BEDOK RESERVOIR RD,1.33433432226397,103.917712559288,8.95195442884536
57,38 BEDOK STH RD,1.32082560856834,103.938994585574,10.364060457561788
58,504 BEDOK NTH ST 3,1.33188000305479,103.932389359044,10.201205548474658
59,545 BEDOK NTH ST 3,1.3300514240201,103.924118031423,9.299106881920387
60,546 BEDOK NTH ST 3,1.33082005919243,103.925595840288,9.48403177175285
61,18 BEDOK STH RD,1.32062504871279,103.934734222428,9.91332886155195
62,550 BEDOK NTH AVE 1,1.3326931795279,103.926617402908,9.686793597985893
63,502 BEDOK NTH ST 3,1.331245062192,103.931244293846,10.055715071739328
64,509 BEDOK NTH ST 3,1.33317541897572,103.93126502489,10.16106700963183
65,525 BEDOK NTH ST 3,1.33460113941761,103.929445271638,10.065134983224008
66,534 BEDOK NTH ST 3,1.33304293942699,103.924774154974,9.531177505936586
67,542 BEDOK NTH ST 3,1.33066591127441,103.922843980645,9.211288590190406
68,76 BEDOK NTH RD,1.3282966654865,103.942067527916,10.993499906794936
69,709 BEDOK RESERVOIR RD,1.33541606639526,103.922350069667,9.445564484962826
70,703 BEDOK RESERVOIR RD,1.33716507441516,103.919893055357,9.330912404929622
71,27 NEW UPP CHANGI RD,1.32412432931246,103.934921045772,10.079868475525991
72,42 CHAI CHEE ST,1.32797877350561,103.925804792632,9.35146208407024
73,426 BEDOK NTH RD,1.32980063275837,103.928985674792,9.758652594390107
74,530 BEDOK NTH ST 3,1.33371332018833,103.927020293564,9.78323122678535
75,420 BEDOK NTH ST 1,1.32774467875638,103.928874390405,9.641912072021094
76,105 BEDOK NTH AVE 4,1.33372280929,103.936517719048,10.7023219319875
77,519 BEDOK NTH AVE 1,1.33087614142097,103.928059854349,9.725538773852044
78,548 BEDOK NTH AVE 1,1.33131021834565,103.92685391703,9.632417912600829
79,537 BEDOK NTH ST 3,1.33177300757048,103.924236461237,9.407138627098343
80,28 NEW UPP CHANGI RD,1.32369451969703,103.934994919422,10.068666779766533
81,100 BEDOK NTH AVE 4,1.3343559340081,103.939032711241,10.982275791770665
82,103 BEDOK RESERVOIR RD,1.32877022232019,103.909381354431,7.839586381304278
83,522 BEDOK NTH AVE 1,1.33066302927677,103.92698039611,9.609257690436312
84,551 BEDOK NTH AVE 1,1.33226851755603,103.927036580009,9.703133094381807
85,608 BEDOK RESERVOIR RD,1.33184129947186,103.913196235939,8.382294628975595
86,135 BEDOK NTH ST 2,1.32873535148094,103.936506738278,10.451737533642858
87,40 CHAI CHEE AVE,1.32604335303082,103.926488452026,9.31990845364619
88,57 NEW UPP CHANGI RD,1.32424554153984,103.941568704132,10.76794921096597
89,401 BEDOK NTH AVE 3,1.33098173461878,103.933604621756,10.273966592984792
90,2 BEDOK STH AVE 1,1.32130118793544,103.933299574181,9.792724655355789
91,116 BEDOK NTH RD,1.33100823526591,103.938066838998,10.717877374790552
92,419 BEDOK NTH ST 1,1.32696621417456,103.928135771625,9.52956916192931
93,107 BEDOK NTH RD,1.33231740745783,103.936301267285,10.608354014173122
94,221B BEDOK CTRL,1.32500043309616,103.934497810091,10.075645746739381
95,219A BEDOK CTRL,1.32531112114443,103.933278106545,9.965972978711022
96,512 BEDOK NTH AVE 2,1.33336715518929,103.929177675999,9.970158945691878
97,131 BEDOK RESERVOIR RD,1.3331220560709,103.911711197755,8.332204566023796
98,147 BEDOK RESERVOIR RD,1.33488194247883,103.911778859623,8.456231120174802
99,117 BEDOK NTH RD,1.33065454769523,103.938496275607,10.743471866412921
100,82 BEDOK NTH RD,1.32953680475668,103.940406562732,10.882039516333954
101,121 BEDOK NTH RD,1.32961906105462,103.93870655595,10.714770053164488
102,536 BEDOK NTH ST 3,1.3335411894605,103.923190774432,9.410842719574045
103,517 BEDOK NTH AVE 2,1.33108906602956,103.929204536012,9.848308731829551
104,34 BEDOK STH AVE 2,1.32205652925918,103.93835472666,10.346230263490042
105,6 BEDOK STH AVE 2,1.32221710776614,103.934991224907,10.005293741375086
106,37 BEDOK STH AVE 2,1.32190663617287,103.939847213862,10.495138782466675
107,35 BEDOK STH AVE 2,1.32233220742919,103.939766219283,10.503660301854929
108,724 BEDOK RESERVOIR RD,1.33714403979137,103.928433830286,10.116993421357808
109,523 BEDOK NTH ST 3,1.33435471975894,103.930612016802,10.163070199944249
110,65 NEW UPP CHANGI RD,1.32467852779302,103.939770313241,10.600734173710178
111,132 BEDOK NTH ST 2,1.32775288998395,103.936709340476,10.425765017612646
112,62 NEW UPP CHANGI RD,1.32332667400534,103.940030188552,10.571241329808498
113,428 BEDOK NTH RD,1.32953994162628,103.9276500842,9.614224095280642
114,772 BEDOK RESERVOIR VIEW,1.3364625679398,103.937895451472,10.982400316484265
115,774 BEDOK RESERVOIR VIEW,1.3365822191075,103.93670727972,10.873740960081216
116,768 BEDOK RESERVOIR VIEW,1.33566434343811,103.937321681832,10.883668340498591
117,180 BEDOK NTH RD,1.3267134876497,103.940892186551,10.803444080758293
118,611 BEDOK RESERVOIR RD,1.33101555033747,103.915165583026,8.510517811826988
119,602 BEDOK RESERVOIR RD,1.32934898685946,103.911583237057,8.077281801122824
120,101 BEDOK RESERVOIR RD,1.32844913301985,103.909937396599,7.870010082576411
121,506 BEDOK NTH AVE 3,1.33214280816285,103.933720223574,10.345385008418372
122,99 BEDOK NTH AVE 4,1.33393217749941,103.939470307742,11.003630170119228
123,553 BEDOK NTH AVE 1,1.33149366261597,103.927818703986,9.73570722952665
124,804 CHAI CHEE RD,1.3242250727223,103.922021941751,8.785740858225331
125,659 JLN TENAGA,1.33433246206686,103.906386015918,7.951518356499608
126,405 BEDOK NTH AVE 3,1.32871338222698,103.93409540275,10.209226008954259
